Code,CustomerCode,
TGTSRENG,TARGET,"insert into dbo.Projects([Code], [CustomerCode]) values('TGTSRENG', 'TARGET')"
TGTWINPE,TARGET,"insert into dbo.Projects([Code], [CustomerCode]) values('TGTWINPE', 'TARGET')"
TGVCCPSZ,REACHAU,"insert into dbo.Projects([Code], [CustomerCode]) values('TGVCCPSZ', 'REACHAU')"
TGVCCSTP,REACHAU,"insert into dbo.Projects([Code], [CustomerCode]) values('TGVCCSTP', 'REACHAU')"
TGVCCSZ2,REACHAU,"insert into dbo.Projects([Code], [CustomerCode]) values('TGVCCSZ2', 'REACHAU')"
TGVIBHPU,REACHAU,"insert into dbo.Projects([Code], [CustomerCode]) values('TGVIBHPU', 'REACHAU')"
TGVIVENK,REACHAU,"insert into dbo.Projects([Code], [CustomerCode]) values('TGVIVENK', 'REACHAU')"
TIENVSTP,TI,"insert into dbo.Projects([Code], [CustomerCode]) values('TIENVSTP', 'TI')"
TINTLPED,REACHAU,"insert into dbo.Projects([Code], [CustomerCode]) values('TINTLPED', 'REACHAU')"
TIPFSSP,REACHAU,"insert into dbo.Projects([Code], [CustomerCode]) values('TIPFSSP', 'REACHAU')"
TIWEBTHM,TI,"insert into dbo.Projects([Code], [CustomerCode]) values('TIWEBTHM', 'TI')"
TLSBLBUF,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TLSBLBUF', 'TELSTRA')"
TLSTZBUF,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TLSTZBUF', 'TELSTRA')"
TMBPS646,TMSUSA,"insert into dbo.Projects([Code], [CustomerCode]) values('TMBPS646', 'TMSUSA')"
TMBPS775,TMSUSA,"insert into dbo.Projects([Code], [CustomerCode]) values('TMBPS775', 'TMSUSA')"
TMCAPPSZ,T-MOBILE,"insert into dbo.Projects([Code], [CustomerCode]) values('TMCAPPSZ', 'T-MOBILE')"
TMCAPSTP,T-MOBILE,"insert into dbo.Projects([Code], [CustomerCode]) values('TMCAPSTP', 'T-MOBILE')"
TMCPESTP,T-MOBILE,"insert into dbo.Projects([Code], [CustomerCode]) values('TMCPESTP', 'T-MOBILE')"
TMEBSANL,TOYOTAES,"insert into dbo.Projects([Code], [CustomerCode]) values('TMEBSANL', 'TOYOTAES')"
TMECATPS,TOYOTAES,"insert into dbo.Projects([Code], [CustomerCode]) values('TMECATPS', 'TOYOTAES')"
TMEMM13,TOYOTAES,"insert into dbo.Projects([Code], [CustomerCode]) values('TMEMM13', 'TOYOTAES')"
TMEPMEC,TOYOTAES,"insert into dbo.Projects([Code], [CustomerCode]) values('TMEPMEC', 'TOYOTAES')"
TMEPUNBF,TOYOTAES,"insert into dbo.Projects([Code], [CustomerCode]) values('TMEPUNBF', 'TOYOTAES')"
TMERAKES,TOYOTAES,"insert into dbo.Projects([Code], [CustomerCode]) values('TMERAKES', 'TOYOTAES')"
TMESANJA,TOYOTAES,"insert into dbo.Projects([Code], [CustomerCode]) values('TMESANJA', 'TOYOTAES')"
TMESHBAZ,TOYOTAES,"insert into dbo.Projects([Code], [CustomerCode]) values('TMESHBAZ', 'TOYOTAES')"
TMETELE,TOYOTAES,"insert into dbo.Projects([Code], [CustomerCode]) values('TMETELE', 'TOYOTAES')"
TMETELSZ,TOYOTAES,"insert into dbo.Projects([Code], [CustomerCode]) values('TMETELSZ', 'TOYOTAES')"
TMETOLTG,TOYOTAES,"insert into dbo.Projects([Code], [CustomerCode]) values('TMETOLTG', 'TOYOTAES')"
TMM15PZ,TOYOTAES,"insert into dbo.Projects([Code], [CustomerCode]) values('TMM15PZ', 'TOYOTAES')"
TMOTATST,T-MOBILE,"insert into dbo.Projects([Code], [CustomerCode]) values('TMOTATST', 'T-MOBILE')"
TMPUSHSR,T-MOBILE,"insert into dbo.Projects([Code], [CustomerCode]) values('TMPUSHSR', 'T-MOBILE')"
TMRCSSTP,T-MOBILE,"insert into dbo.Projects([Code], [CustomerCode]) values('TMRCSSTP', 'T-MOBILE')"
TMSBRRI,TMSUSA,"insert into dbo.Projects([Code], [CustomerCode]) values('TMSBRRI', 'TMSUSA')"
TMSFCVPN,TMSUSA,"insert into dbo.Projects([Code], [CustomerCode]) values('TMSFCVPN', 'TMSUSA')"
TMSILBSZ,TMSUSA,"insert into dbo.Projects([Code], [CustomerCode]) values('TMSILBSZ', 'TMSUSA')"
TMSKARAN,TMSUSA,"insert into dbo.Projects([Code], [CustomerCode]) values('TMSKARAN', 'TMSUSA')"
TMSKEYOF,TMSUSA,"insert into dbo.Projects([Code], [CustomerCode]) values('TMSKEYOF', 'TMSUSA')"
TMSLER,TMSUSA,"insert into dbo.Projects([Code], [CustomerCode]) values('TMSLER', 'TMSUSA')"
TMSLERCH,TMSUSA,"insert into dbo.Projects([Code], [CustomerCode]) values('TMSLERCH', 'TMSUSA')"
TMSLRASS,TMSUSA,"insert into dbo.Projects([Code], [CustomerCode]) values('TMSLRASS', 'TMSUSA')"
TMSTEST,TMSUSA,"insert into dbo.Projects([Code], [CustomerCode]) values('TMSTEST', 'TMSUSA')"
TNAEFEXN,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TNAEFEXN', 'TELSTRA')"
TNASEGTP,TELNAS,"insert into dbo.Projects([Code], [CustomerCode]) values('TNASEGTP', 'TELNAS')"
TNASEGZ1,TELNAS,"insert into dbo.Projects([Code], [CustomerCode]) values('TNASEGZ1', 'TELNAS')"
TNASEGZ2,TELNAS,"insert into dbo.Projects([Code], [CustomerCode]) values('TNASEGZ2', 'TELNAS')"
TNASPSPD,TELNAS,"insert into dbo.Projects([Code], [CustomerCode]) values('TNASPSPD', 'TELNAS')"
TNBFFPNI,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TNBFFPNI', 'TELSTRA')"
TNBFFPNN,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TNBFFPNN', 'TELSTRA')"
TNEGISTP,TELNAS,"insert into dbo.Projects([Code], [CustomerCode]) values('TNEGISTP', 'TELNAS')"
TNENGSTP,TELNAS,"insert into dbo.Projects([Code], [CustomerCode]) values('TNENGSTP', 'TELNAS')"
TNENGSZ1,TELNAS,"insert into dbo.Projects([Code], [CustomerCode]) values('TNENGSZ1', 'TELNAS')"
TNENGSZ2,TELNAS,"insert into dbo.Projects([Code], [CustomerCode]) values('TNENGSZ2', 'TELNAS')"
TNIEAINF,TNZ,"insert into dbo.Projects([Code], [CustomerCode]) values('TNIEAINF', 'TNZ')"
TNOEAGIL,TNZ,"insert into dbo.Projects([Code], [CustomerCode]) values('TNOEAGIL', 'TNZ')"
TNOEBFBF,TNZ,"insert into dbo.Projects([Code], [CustomerCode]) values('TNOEBFBF', 'TNZ')"
TNOEBUT,TNZ,"insert into dbo.Projects([Code], [CustomerCode]) values('TNOEBUT', 'TNZ')"
TNOEDR21,TNZ,"insert into dbo.Projects([Code], [CustomerCode]) values('TNOEDR21', 'TNZ')"
TNOERA1S,TNZ,"insert into dbo.Projects([Code], [CustomerCode]) values('TNOERA1S', 'TNZ')"
TNOETFOF,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TNOETFOF', 'TELSTRA')"
TNOFAKN2,TNZ,"insert into dbo.Projects([Code], [CustomerCode]) values('TNOFAKN2', 'TNZ')"
TNOFANCL,TNZ,"insert into dbo.Projects([Code], [CustomerCode]) values('TNOFANCL', 'TNZ')"
TNOTNPM,TNZ,"insert into dbo.Projects([Code], [CustomerCode]) values('TNOTNPM', 'TNZ')"
TNRSFPTD,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TNRSFPTD', 'TELSTRA')"
TPSAFPEM,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TPSAFPEM', 'TELSTRA')"
TPSAFPNA,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TPSAFPNA', 'TELSTRA')"
TPSAFPNI,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TPSAFPNI', 'TELSTRA')"
TPSAFPPM,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TPSAFPPM', 'TELSTRA')"
TPSATMBG,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TPSATMBG', 'TELSTRA')"
TRVOSEPP,STPAUL,"insert into dbo.Projects([Code], [CustomerCode]) values('TRVOSEPP', 'STPAUL')"
TSPOSENG,TESCO,"insert into dbo.Projects([Code], [CustomerCode]) values('TSPOSENG', 'TESCO')"
TTGOLBPE,TTG-TEL,"insert into dbo.Projects([Code], [CustomerCode]) values('TTGOLBPE', 'TTG-TEL')"
TVMSZERS,AVAYAPRO,"insert into dbo.Projects([Code], [CustomerCode]) values('TVMSZERS', 'AVAYAPRO')"
TWCAVSUP,TWCCABLE,"insert into dbo.Projects([Code], [CustomerCode]) values('TWCAVSUP', 'TWCCABLE')"
TWCENQMS,TWCCABLE,"insert into dbo.Projects([Code], [CustomerCode]) values('TWCENQMS', 'TWCCABLE')"
TWCEPQMS,TWCCABLE,"insert into dbo.Projects([Code], [CustomerCode]) values('TWCEPQMS', 'TWCCABLE')"
TWCHNAV3,TWCCABLE,"insert into dbo.Projects([Code], [CustomerCode]) values('TWCHNAV3', 'TWCCABLE')"
TWCHNAV4,TWCCABLE,"insert into dbo.Projects([Code], [CustomerCode]) values('TWCHNAV4', 'TWCCABLE')"
TWCONOP1,TWCCABLE,"insert into dbo.Projects([Code], [CustomerCode]) values('TWCONOP1', 'TWCCABLE')"
TWCONOPZ,TWCCABLE,"insert into dbo.Projects([Code], [CustomerCode]) values('TWCONOPZ', 'TWCCABLE')"
TWCROK3T,TWCCABLE,"insert into dbo.Projects([Code], [CustomerCode]) values('TWCROK3T', 'TWCCABLE')"
TWCROK3Z,TWCCABLE,"insert into dbo.Projects([Code], [CustomerCode]) values('TWCROK3Z', 'TWCCABLE')"
TWCWFCZ,TWCCABLE,"insert into dbo.Projects([Code], [CustomerCode]) values('TWCWFCZ', 'TWCCABLE')"
TWCWFIHZ,TWCCABLE,"insert into dbo.Projects([Code], [CustomerCode]) values('TWCWFIHZ', 'TWCCABLE')"
TWCWFITZ,TWCCABLE,"insert into dbo.Projects([Code], [CustomerCode]) values('TWCWFITZ', 'TWCCABLE')"
TWCWIFST,TWCCABLE,"insert into dbo.Projects([Code], [CustomerCode]) values('TWCWIFST', 'TWCCABLE')"
TWEAPSP3,TWCCABLE,"insert into dbo.Projects([Code], [CustomerCode]) values('TWEAPSP3', 'TWCCABLE')"
TWEASZP3,TWCCABLE,"insert into dbo.Projects([Code], [CustomerCode]) values('TWEASZP3', 'TWCCABLE')"
TWENC2Z3,TWCCABLE,"insert into dbo.Projects([Code], [CustomerCode]) values('TWENC2Z3', 'TWCCABLE')"
TWMDATRG,TWCCABLE,"insert into dbo.Projects([Code], [CustomerCode]) values('TWMDATRG', 'TWCCABLE')"
TWRDKTS2,TWCCABLE,"insert into dbo.Projects([Code], [CustomerCode]) values('TWRDKTS2', 'TWCCABLE')"
TWREBAS3,TWCCABLE,"insert into dbo.Projects([Code], [CustomerCode]) values('TWREBAS3', 'TWCCABLE')"
TWREBCS3,TWCCABLE,"insert into dbo.Projects([Code], [CustomerCode]) values('TWREBCS3', 'TWCCABLE')"
TWREC1Z3,TWCCABLE,"insert into dbo.Projects([Code], [CustomerCode]) values('TWREC1Z3', 'TWCCABLE')"
TWRETVZ3,TWCCABLE,"insert into dbo.Projects([Code], [CustomerCode]) values('TWRETVZ3', 'TWCCABLE')"
TWVOC1Z3,TWCCABLE,"insert into dbo.Projects([Code], [CustomerCode]) values('TWVOC1Z3', 'TWCCABLE')"
UBGCETF2,UBSW,"insert into dbo.Projects([Code], [CustomerCode]) values('UBGCETF2', 'UBSW')"
UBSCCPM,UBS-CENA,"insert into dbo.Projects([Code], [CustomerCode]) values('UBSCCPM', 'UBS-CENA')"
UBSCENIN,UBS-CENA,"insert into dbo.Projects([Code], [CustomerCode]) values('UBSCENIN', 'UBS-CENA')"
UBSCENUS,UBS-CENA,"insert into dbo.Projects([Code], [CustomerCode]) values('UBSCENUS', 'UBS-CENA')"
UBSCSENG,UBS-CENA,"insert into dbo.Projects([Code], [CustomerCode]) values('UBSCSENG', 'UBS-CENA')"
UBSGZENG,UBSWA,"insert into dbo.Projects([Code], [CustomerCode]) values('UBSGZENG', 'UBSWA')"
UBSUCENG,UBS-CENA,"insert into dbo.Projects([Code], [CustomerCode]) values('UBSUCENG', 'UBS-CENA')"
UBSZESGC,UBS-CENA,"insert into dbo.Projects([Code], [CustomerCode]) values('UBSZESGC', 'UBS-CENA')"
ULAGIPLM,UNDWRIT,"insert into dbo.Projects([Code], [CustomerCode]) values('ULAGIPLM', 'UNDWRIT')"
ULBFR,UNDWRIT,"insert into dbo.Projects([Code], [CustomerCode]) values('ULBFR', 'UNDWRIT')"
ULGPMOCL,UNILEVER,"insert into dbo.Projects([Code], [CustomerCode]) values('ULGPMOCL', 'UNILEVER')"
ULMARSUP,UNILEVER,"insert into dbo.Projects([Code], [CustomerCode]) values('ULMARSUP', 'UNILEVER')"
ULPUZBUF,UNILEVER,"insert into dbo.Projects([Code], [CustomerCode]) values('ULPUZBUF', 'UNILEVER')"
UTALCBLR,UT,"insert into dbo.Projects([Code], [CustomerCode]) values('UTALCBLR', 'UT')"
UTALCCHD,UT,"insert into dbo.Projects([Code], [CustomerCode]) values('UTALCCHD', 'UT')"
UTALCHYD,UT,"insert into dbo.Projects([Code], [CustomerCode]) values('UTALCHYD', 'UT')"
VACAENST,VALEINCO,"insert into dbo.Projects([Code], [CustomerCode]) values('VACAENST', 'VALEINCO')"
VACAENSZ,VALEINCO,"insert into dbo.Projects([Code], [CustomerCode]) values('VACAENSZ', 'VALEINCO')"
VANCENGZ,VALEINCO,"insert into dbo.Projects([Code], [CustomerCode]) values('VANCENGZ', 'VALEINCO')"
VAUKENSZ,VALEINCO,"insert into dbo.Projects([Code], [CustomerCode]) values('VAUKENSZ', 'VALEINCO')"
VD47PIDA,VOUGHT,"insert into dbo.Projects([Code], [CustomerCode]) values('VD47PIDA', 'VOUGHT')"
VDBBDDES,VOUGHT,"insert into dbo.Projects([Code], [CustomerCode]) values('VDBBDDES', 'VOUGHT')"
VDBBDSTR,VOUGHT,"insert into dbo.Projects([Code], [CustomerCode]) values('VDBBDSTR', 'VOUGHT')"
VDBBDWG1,VOUGHT,"insert into dbo.Projects([Code], [CustomerCode]) values('VDBBDWG1', 'VOUGHT')"
VDBBDWG2,VOUGHT,"insert into dbo.Projects([Code], [CustomerCode]) values('VDBBDWG2', 'VOUGHT')"
VENHYDEN,VALEINCO,"insert into dbo.Projects([Code], [CustomerCode]) values('VENHYDEN', 'VALEINCO')"
VENSEZEN,VALEINCO,"insert into dbo.Projects([Code], [CustomerCode]) values('VENSEZEN', 'VALEINCO')"
VENSEZPN,VALEINCO,"insert into dbo.Projects([Code], [CustomerCode]) values('VENSEZPN', 'VALEINCO')"
VENSTPEN,VALEINCO,"insert into dbo.Projects([Code], [CustomerCode]) values('VENSTPEN', 'VALEINCO')"
VFENGBUF,UK-MOB-1,"insert into dbo.Projects([Code], [CustomerCode]) values('VFENGBUF', 'UK-MOB-1')"
VFSMAVM,UK-MOB-1,"insert into dbo.Projects([Code], [CustomerCode]) values('VFSMAVM', 'UK-MOB-1')"
VFWCCSZ1,UK-MOB-1,"insert into dbo.Projects([Code], [CustomerCode]) values('VFWCCSZ1', 'UK-MOB-1')"
VFWCLEV2,UK-MOB-1,"insert into dbo.Projects([Code], [CustomerCode]) values('VFWCLEV2', 'UK-MOB-1')"
VFWCLEV3,UK-MOB-1,"insert into dbo.Projects([Code], [CustomerCode]) values('VFWCLEV3', 'UK-MOB-1')"
VFWCPSTP,UK-MOB-1,"insert into dbo.Projects([Code], [CustomerCode]) values('VFWCPSTP', 'UK-MOB-1')"
VFWCPSZ1,UK-MOB-1,"insert into dbo.Projects([Code], [CustomerCode]) values('VFWCPSZ1', 'UK-MOB-1')"
VISTPBFF,VALEINCO,"insert into dbo.Projects([Code], [CustomerCode]) values('VISTPBFF', 'VALEINCO')"
VISZ2BFF,VALEINCO,"insert into dbo.Projects([Code], [CustomerCode]) values('VISZ2BFF', 'VALEINCO')"
W377EGST,WESTPAC,"insert into dbo.Projects([Code], [CustomerCode]) values('W377EGST', 'WESTPAC')"
W40100C1,WESTPAC,"insert into dbo.Projects([Code], [CustomerCode]) values('W40100C1', 'WESTPAC')"
W461ENH1,WESTPAC,"insert into dbo.Projects([Code], [CustomerCode]) values('W461ENH1', 'WESTPAC')"
WA0483PE,WESTPAC,"insert into dbo.Projects([Code], [CustomerCode]) values('WA0483PE', 'WESTPAC')"
WA503ENS,WESTPAC,"insert into dbo.Projects([Code], [CustomerCode]) values('WA503ENS', 'WESTPAC')"
WAVSUPUS,WAVEC,"insert into dbo.Projects([Code], [CustomerCode]) values('WAVSUPUS', 'WAVEC')"
WENG6085,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('WENG6085', 'INFOSYS')"
WENG6090,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('WENG6090', 'INFOSYS')"
WENG6091,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('WENG6091', 'INFOSYS')"
WENG6092,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('WENG6092', 'INFOSYS')"
WENG6095,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('WENG6095', 'INFOSYS')"
WENG6096,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('WENG6096', 'INFOSYS')"
WENG6097,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('WENG6097', 'INFOSYS')"
WFASRAME,WF,"insert into dbo.Projects([Code], [CustomerCode]) values('WFASRAME', 'WF')"
WFBUENCS,WF,"insert into dbo.Projects([Code], [CustomerCode]) values('WFBUENCS', 'WF')"
WFBUFEPZ,WF,"insert into dbo.Projects([Code], [CustomerCode]) values('WFBUFEPZ', 'WF')"
WFCLEG15,WF,"insert into dbo.Projects([Code], [CustomerCode]) values('WFCLEG15', 'WF')"
WFCTD39H,WF,"insert into dbo.Projects([Code], [CustomerCode]) values('WFCTD39H', 'WF')"
WFCTD39I,WF,"insert into dbo.Projects([Code], [CustomerCode]) values('WFCTD39I', 'WF')"
WFCTD39P,WF,"insert into dbo.Projects([Code], [CustomerCode]) values('WFCTD39P', 'WF')"
WFDBUMYT,WTHRFRD,"insert into dbo.Projects([Code], [CustomerCode]) values('WFDBUMYT', 'WTHRFRD')"
WFDCFBLT,WTHRFRD,"insert into dbo.Projects([Code], [CustomerCode]) values('WFDCFBLT', 'WTHRFRD')"
WFDCSMYT,WTHRFRD,"insert into dbo.Projects([Code], [CustomerCode]) values('WFDCSMYT', 'WTHRFRD')"
WFDFWBLT,WTHRFRD,"insert into dbo.Projects([Code], [CustomerCode]) values('WFDFWBLT', 'WTHRFRD')"
WFDHMBLT,WTHRFRD,"insert into dbo.Projects([Code], [CustomerCode]) values('WFDHMBLT', 'WTHRFRD')"
WFDRGBLT,WTHRFRD,"insert into dbo.Projects([Code], [CustomerCode]) values('WFDRGBLT', 'WTHRFRD')"
WFDRMBLT,WTHRFRD,"insert into dbo.Projects([Code], [CustomerCode]) values('WFDRMBLT', 'WTHRFRD')"
WFDRNGBT,WTHRFRD,"insert into dbo.Projects([Code], [CustomerCode]) values('WFDRNGBT', 'WTHRFRD')"
WFRDMON1,WTHRFRD,"insert into dbo.Projects([Code], [CustomerCode]) values('WFRDMON1', 'WTHRFRD')"
WFRDROF2,WTHRFRD,"insert into dbo.Projects([Code], [CustomerCode]) values('WFRDROF2', 'WTHRFRD')"
WFRDRON4,WTHRFRD,"insert into dbo.Projects([Code], [CustomerCode]) values('WFRDRON4', 'WTHRFRD')"
WFRDSP01,WTHRFRD,"insert into dbo.Projects([Code], [CustomerCode]) values('WFRDSP01', 'WTHRFRD')"
WFWTSCE5,WF,"insert into dbo.Projects([Code], [CustomerCode]) values('WFWTSCE5', 'WF')"
WHDMSBUF,MSOFT,"insert into dbo.Projects([Code], [CustomerCode]) values('WHDMSBUF', 'MSOFT')"
WHIRLENG,WHIRL,"insert into dbo.Projects([Code], [CustomerCode]) values('WHIRLENG', 'WHIRL')"
WMENGCHN,WALMART,"insert into dbo.Projects([Code], [CustomerCode]) values('WMENGCHN', 'WALMART')"
WMENGHYD,WALMART,"insert into dbo.Projects([Code], [CustomerCode]) values('WMENGHYD', 'WALMART')"
WMENGHYZ,WALMART,"insert into dbo.Projects([Code], [CustomerCode]) values('WMENGHYZ', 'WALMART')"
WMENGJIG,WALMART,"insert into dbo.Projects([Code], [CustomerCode]) values('WMENGJIG', 'WALMART')"
WMENGJIS,WALMART,"insert into dbo.Projects([Code], [CustomerCode]) values('WMENGJIS', 'WALMART')"
WMHCTSEM,WALMART,"insert into dbo.Projects([Code], [CustomerCode]) values('WMHCTSEM', 'WALMART')"
WMHGTTEG,WALMART,"insert into dbo.Projects([Code], [CustomerCode]) values('WMHGTTEG', 'WALMART')"
WMHGUCEZ,WALMART,"insert into dbo.Projects([Code], [CustomerCode]) values('WMHGUCEZ', 'WALMART')"
WMHGUDEM,WALMART,"insert into dbo.Projects([Code], [CustomerCode]) values('WMHGUDEM', 'WALMART')"
WMHGUDEP,WALMART,"insert into dbo.Projects([Code], [CustomerCode]) values('WMHGUDEP', 'WALMART')"
WMHIACEM,WALMART,"insert into dbo.Projects([Code], [CustomerCode]) values('WMHIACEM', 'WALMART')"
WMHPSERG,WALMART,"insert into dbo.Projects([Code], [CustomerCode]) values('WMHPSERG', 'WALMART')"
WMHSN6EM,WALMART,"insert into dbo.Projects([Code], [CustomerCode]) values('WMHSN6EM', 'WALMART')"
WMINRMEC,WALMART,"insert into dbo.Projects([Code], [CustomerCode]) values('WMINRMEC', 'WALMART')"
WMINRMEM,WALMART,"insert into dbo.Projects([Code], [CustomerCode]) values('WMINRMEM', 'WALMART')"
WMINRMEP,WALMART,"insert into dbo.Projects([Code], [CustomerCode]) values('WMINRMEP', 'WALMART')"
WMINRMES,WALMART,"insert into dbo.Projects([Code], [CustomerCode]) values('WMINRMES', 'WALMART')"
WMMDV1PG,WALMART,"insert into dbo.Projects([Code], [CustomerCode]) values('WMMDV1PG', 'WALMART')"
WMMSP1PG,WALMART,"insert into dbo.Projects([Code], [CustomerCode]) values('WMMSP1PG', 'WALMART')"
WMNEASPG,WALMART,"insert into dbo.Projects([Code], [CustomerCode]) values('WMNEASPG', 'WALMART')"
WMNMESPG,WALMART,"insert into dbo.Projects([Code], [CustomerCode]) values('WMNMESPG', 'WALMART')"
WMNMESPM,WALMART,"insert into dbo.Projects([Code], [CustomerCode]) values('WMNMESPM', 'WALMART')"
WMNPLCPG,WALMART,"insert into dbo.Projects([Code], [CustomerCode]) values('WMNPLCPG', 'WALMART')"
WMNSORPG,WALMART,"insert into dbo.Projects([Code], [CustomerCode]) values('WMNSORPG', 'WALMART')"
WMOPH1PG,WALMART,"insert into dbo.Projects([Code], [CustomerCode]) values('WMOPH1PG', 'WALMART')"
WMOPH3PU,WALMART,"insert into dbo.Projects([Code], [CustomerCode]) values('WMOPH3PU', 'WALMART')"
WMP1RRPG,WALMART,"insert into dbo.Projects([Code], [CustomerCode]) values('WMP1RRPG', 'WALMART')"
WMP3ADPG,WALMART,"insert into dbo.Projects([Code], [CustomerCode]) values('WMP3ADPG', 'WALMART')"
WMRDVWPM,WALMART,"insert into dbo.Projects([Code], [CustomerCode]) values('WMRDVWPM', 'WALMART')"
WMRPOSEM,WALMART,"insert into dbo.Projects([Code], [CustomerCode]) values('WMRPOSEM', 'WALMART')"
WMSCLSPG,WALMART,"insert into dbo.Projects([Code], [CustomerCode]) values('WMSCLSPG', 'WALMART')"
WMSVSSPG,WALMART,"insert into dbo.Projects([Code], [CustomerCode]) values('WMSVSSPG', 'WALMART')"
WMTSTPBU,WALMART,"insert into dbo.Projects([Code], [CustomerCode]) values('WMTSTPBU', 'WALMART')"
WP400CEN,WESTPAC,"insert into dbo.Projects([Code], [CustomerCode]) values('WP400CEN', 'WESTPAC')"
WPAOTEH2,WESTPAC,"insert into dbo.Projects([Code], [CustomerCode]) values('WPAOTEH2', 'WESTPAC')"
WPBTAWP2,WESTPAC,"insert into dbo.Projects([Code], [CustomerCode]) values('WPBTAWP2', 'WESTPAC')"
WPCASSE2,WESTPAC,"insert into dbo.Projects([Code], [CustomerCode]) values('WPCASSE2', 'WESTPAC')"
WPCSWENG,WESTPAC,"insert into dbo.Projects([Code], [CustomerCode]) values('WPCSWENG', 'WESTPAC')"
WPFBTENG,WESTPAC,"insert into dbo.Projects([Code], [CustomerCode]) values('WPFBTENG', 'WESTPAC')"
WPFCSENH,WESTPAC,"insert into dbo.Projects([Code], [CustomerCode]) values('WPFCSENH', 'WESTPAC')"
WPFITENG,WESTPAC,"insert into dbo.Projects([Code], [CustomerCode]) values('WPFITENG', 'WESTPAC')"
WPPSENGZ,WESTPAC,"insert into dbo.Projects([Code], [CustomerCode]) values('WPPSENGZ', 'WESTPAC')"
WPRLBBCM,WESTPAC,"insert into dbo.Projects([Code], [CustomerCode]) values('WPRLBBCM', 'WESTPAC')"
WUBFMCT2,WESUNION,"insert into dbo.Projects([Code], [CustomerCode]) values('WUBFMCT2', 'WESUNION')"
WUCCTENG,WESUNION,"insert into dbo.Projects([Code], [CustomerCode]) values('WUCCTENG', 'WESUNION')"
WUCCTMC1,WESUNION,"insert into dbo.Projects([Code], [CustomerCode]) values('WUCCTMC1', 'WESUNION')"
WUCCTMC2,WESUNION,"insert into dbo.Projects([Code], [CustomerCode]) values('WUCCTMC2', 'WESUNION')"
X03EGS15,AMX_PHX3,"insert into dbo.Projects([Code], [CustomerCode]) values('X03EGS15', 'AMX_PHX3')"
X11EBRCZ,AMX_PHX1,"insert into dbo.Projects([Code], [CustomerCode]) values('X11EBRCZ', 'AMX_PHX1')"
X11EBRST,AMX_PHX1,"insert into dbo.Projects([Code], [CustomerCode]) values('X11EBRST', 'AMX_PHX1')"
X11EWBTP,AMX_PHX1,"insert into dbo.Projects([Code], [CustomerCode]) values('X11EWBTP', 'AMX_PHX1')"
X31EUCZ1,AMX_PHX1,"insert into dbo.Projects([Code], [CustomerCode]) values('X31EUCZ1', 'AMX_PHX1')"
X31EUCZ2,AMX_PHX1,"insert into dbo.Projects([Code], [CustomerCode]) values('X31EUCZ2', 'AMX_PHX1')"
X3IAMJEZ,AMX_PHX1,"insert into dbo.Projects([Code], [CustomerCode]) values('X3IAMJEZ', 'AMX_PHX1')"
X41EINTP,AMX_PHX1,"insert into dbo.Projects([Code], [CustomerCode]) values('X41EINTP', 'AMX_PHX1')"
X41EMMPZ,AMX_PHX1,"insert into dbo.Projects([Code], [CustomerCode]) values('X41EMMPZ', 'AMX_PHX1')"
X41ENVPZ,AMX_PHX1,"insert into dbo.Projects([Code], [CustomerCode]) values('X41ENVPZ', 'AMX_PHX1')"
X4FEGRPP,AMEX_FLL,"insert into dbo.Projects([Code], [CustomerCode]) values('X4FEGRPP', 'AMEX_FLL')"
X4PEFPPE,AMX_PHX1,"insert into dbo.Projects([Code], [CustomerCode]) values('X4PEFPPE', 'AMX_PHX1')"
X5RE1FZP,AMX_PHX1,"insert into dbo.Projects([Code], [CustomerCode]) values('X5RE1FZP', 'AMX_PHX1')"
X82EGC5S,AMX_PHX2,"insert into dbo.Projects([Code], [CustomerCode]) values('X82EGC5S', 'AMX_PHX2')"
X91ECMCP,AMX_PHX1,"insert into dbo.Projects([Code], [CustomerCode]) values('X91ECMCP', 'AMX_PHX1')"
