Code,CustomerCode,
PKENGONS,KB_04,"insert into dbo.Projects([Code], [CustomerCode]) values('PKENGONS', 'KB_04')"
PLMOH,INFOSYS,"insert into dbo.Projects([Code], [CustomerCode]) values('PLMOH', 'INFOSYS')"
POYBRENG,POYRY,"insert into dbo.Projects([Code], [CustomerCode]) values('POYBRENG', 'POYRY')"
POYENSEZ,POYRY,"insert into dbo.Projects([Code], [CustomerCode]) values('POYENSEZ', 'POYRY')"
POYENSTP,POYRY,"insert into dbo.Projects([Code], [CustomerCode]) values('POYENSTP', 'POYRY')"
PWCEGCZ1,PWC,"insert into dbo.Projects([Code], [CustomerCode]) values('PWCEGCZ1', 'PWC')"
PWCSMENZ,PWC,"insert into dbo.Projects([Code], [CustomerCode]) values('PWCSMENZ', 'PWC')"
QINSWENG,EQTWIS01,"insert into dbo.Projects([Code], [CustomerCode]) values('QINSWENG', 'EQTWIS01')"
QINSWLYC,EQTWIS01,"insert into dbo.Projects([Code], [CustomerCode]) values('QINSWLYC', 'EQTWIS01')"
QINSWPLM,EQTWIS01,"insert into dbo.Projects([Code], [CustomerCode]) values('QINSWPLM', 'EQTWIS01')"
QINSWTZ2,EQTWIS01,"insert into dbo.Projects([Code], [CustomerCode]) values('QINSWTZ2', 'EQTWIS01')"
RACBJPE1,RICOHUS,"insert into dbo.Projects([Code], [CustomerCode]) values('RACBJPE1', 'RICOHUS')"
RASUPPE1,RICOHUS,"insert into dbo.Projects([Code], [CustomerCode]) values('RASUPPE1', 'RICOHUS')"
RASUPPEN,RICOHUS,"insert into dbo.Projects([Code], [CustomerCode]) values('RASUPPEN', 'RICOHUS')"
RB7CPETC,RBSUK,"insert into dbo.Projects([Code], [CustomerCode]) values('RB7CPETC', 'RBSUK')"
RB7ENGCH,RBSUK,"insert into dbo.Projects([Code], [CustomerCode]) values('RB7ENGCH', 'RBSUK')"
RBMSTPBF,RBSUK,"insert into dbo.Projects([Code], [CustomerCode]) values('RBMSTPBF', 'RBSUK')"
RBSE2IOM,RBSUK,"insert into dbo.Projects([Code], [CustomerCode]) values('RBSE2IOM', 'RBSUK')"
RBSESCZ1,RBS-GM,"insert into dbo.Projects([Code], [CustomerCode]) values('RBSESCZ1', 'RBS-GM')"
RBSWUCHZ,RBSUK,"insert into dbo.Projects([Code], [CustomerCode]) values('RBSWUCHZ', 'RBSUK')"
RCENGFIT,RICOHUS,"insert into dbo.Projects([Code], [CustomerCode]) values('RCENGFIT', 'RICOHUS')"
REIRMDTZ,REI,"insert into dbo.Projects([Code], [CustomerCode]) values('REIRMDTZ', 'REI')"
REL4GDMC,RELINFOT,"insert into dbo.Projects([Code], [CustomerCode]) values('REL4GDMC', 'RELINFOT')"
REL4GDVC,RELINFOT,"insert into dbo.Projects([Code], [CustomerCode]) values('REL4GDVC', 'RELINFOT')"
RELCDDE,RELINFOT,"insert into dbo.Projects([Code], [CustomerCode]) values('RELCDDE', 'RELINFOT')"
RELOSS,RELINFOT,"insert into dbo.Projects([Code], [CustomerCode]) values('RELOSS', 'RELINFOT')"
RENPLBUF,RENAULTS,"insert into dbo.Projects([Code], [CustomerCode]) values('RENPLBUF', 'RENAULTS')"
RICSTPEN,RICOHUS,"insert into dbo.Projects([Code], [CustomerCode]) values('RICSTPEN', 'RICOHUS')"
RL4GIDMQ,RELINFOT,"insert into dbo.Projects([Code], [CustomerCode]) values('RL4GIDMQ', 'RELINFOT')"
RLPLMENH,POLO,"insert into dbo.Projects([Code], [CustomerCode]) values('RLPLMENH', 'POLO')"
RLPLMJRE,POLO,"insert into dbo.Projects([Code], [CustomerCode]) values('RLPLMJRE', 'POLO')"
RLPLMQ41,POLO,"insert into dbo.Projects([Code], [CustomerCode]) values('RLPLMQ41', 'POLO')"
RLPLMQ42,POLO,"insert into dbo.Projects([Code], [CustomerCode]) values('RLPLMQ42', 'POLO')"
RLPLMQ43,POLO,"insert into dbo.Projects([Code], [CustomerCode]) values('RLPLMQ43', 'POLO')"
RLPLMSAP,POLO,"insert into dbo.Projects([Code], [CustomerCode]) values('RLPLMSAP', 'POLO')"
RLPLMSUP,POLO,"insert into dbo.Projects([Code], [CustomerCode]) values('RLPLMSUP', 'POLO')"
RTABSENG,RIOTINTO,"insert into dbo.Projects([Code], [CustomerCode]) values('RTABSENG', 'RIOTINTO')"
RTENPPMZ,RELNGGSD,"insert into dbo.Projects([Code], [CustomerCode]) values('RTENPPMZ', 'RELNGGSD')"
RTSBSENG,RIOTINTO,"insert into dbo.Projects([Code], [CustomerCode]) values('RTSBSENG', 'RIOTINTO')"
RWEGPSBF,RWEST,"insert into dbo.Projects([Code], [CustomerCode]) values('RWEGPSBF', 'RWEST')"
S3ANAMY1,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('S3ANAMY1', 'MWAS')"
S3ANASZ1,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('S3ANASZ1', 'MWAS')"
S3CHKUK1,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('S3CHKUK1', 'MWAS')"
S3CHKUZ1,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('S3CHKUZ1', 'MWAS')"
S3DESBL1,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('S3DESBL1', 'MWAS')"
S3DESCON,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('S3DESCON', 'MWAS')"
S3DESMY1,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('S3DESMY1', 'MWAS')"
S3DESSZ1,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('S3DESSZ1', 'MWAS')"
S3DESZU2,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('S3DESZU2', 'MWAS')"
S725BRZ1,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('S725BRZ1', 'MWAS')"
S8ANAPD1,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('S8ANAPD1', 'MWAS')"
S8ANASZ1,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('S8ANASZ1', 'MWAS')"
S8DESPD1,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('S8DESPD1', 'MWAS')"
S8MYSSZ1,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('S8MYSSZ1', 'MWAS')"
SCHAEPLM,SCHAEFFL,"insert into dbo.Projects([Code], [CustomerCode]) values('SCHAEPLM', 'SCHAEFFL')"
SCHMECH2,SCHLUMB,"insert into dbo.Projects([Code], [CustomerCode]) values('SCHMECH2', 'SCHLUMB')"
SEAGATST,SEAGATE,"insert into dbo.Projects([Code], [CustomerCode]) values('SEAGATST', 'SEAGATE')"
SEENGDAT,SCHRDIN,"insert into dbo.Projects([Code], [CustomerCode]) values('SEENGDAT', 'SCHRDIN')"
SERMSZBF,SERVMAST,"insert into dbo.Projects([Code], [CustomerCode]) values('SERMSZBF', 'SERVMAST')"
SLBIDS15,SCHLUMB,"insert into dbo.Projects([Code], [CustomerCode]) values('SLBIDS15', 'SCHLUMB')"
SLBOHSTP,SCHLUMB,"insert into dbo.Projects([Code], [CustomerCode]) values('SLBOHSTP', 'SCHLUMB')"
SLBPOHSZ,SCHLUMB,"insert into dbo.Projects([Code], [CustomerCode]) values('SLBPOHSZ', 'SCHLUMB')"
SLBTPB01,SCHLUMB,"insert into dbo.Projects([Code], [CustomerCode]) values('SLBTPB01', 'SCHLUMB')"
SNOSBFBF,TNZ,"insert into dbo.Projects([Code], [CustomerCode]) values('SNOSBFBF', 'TNZ')"
SOLARDEC,SOLARCAT,"insert into dbo.Projects([Code], [CustomerCode]) values('SOLARDEC', 'SOLARCAT')"
SOLARM2C,SOLARCAT,"insert into dbo.Projects([Code], [CustomerCode]) values('SOLARM2C', 'SOLARCAT')"
SOLARMX4,SOLARCAT,"insert into dbo.Projects([Code], [CustomerCode]) values('SOLARMX4', 'SOLARCAT')"
SOLARMX5,SOLARCAT,"insert into dbo.Projects([Code], [CustomerCode]) values('SOLARMX5', 'SOLARCAT')"
SOLARPI2,SOLARCAT,"insert into dbo.Projects([Code], [CustomerCode]) values('SOLARPI2', 'SOLARCAT')"
SOLCPIPL,SOLARCAT,"insert into dbo.Projects([Code], [CustomerCode]) values('SOLCPIPL', 'SOLARCAT')"
SOLMBEC1,SOLARCAT,"insert into dbo.Projects([Code], [CustomerCode]) values('SOLMBEC1', 'SOLARCAT')"
SOLRCSE1,SOLARCAT,"insert into dbo.Projects([Code], [CustomerCode]) values('SOLRCSE1', 'SOLARCAT')"
SOLRPLM1,SOLARCAT,"insert into dbo.Projects([Code], [CustomerCode]) values('SOLRPLM1', 'SOLARCAT')"
SOLSDIPL,SOLARCAT,"insert into dbo.Projects([Code], [CustomerCode]) values('SOLSDIPL', 'SOLARCAT')"
SP350B30,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('SP350B30', 'MWAS')"
SP350B31,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('SP350B31', 'MWAS')"
SP350B32,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('SP350B32', 'MWAS')"
SP350FFF,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('SP350FFF', 'MWAS')"
SP350FL1,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('SP350FL1', 'MWAS')"
SP350FLP,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('SP350FLP', 'MWAS')"
SP350FS1,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('SP350FS1', 'MWAS')"
SP350FSP,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('SP350FSP', 'MWAS')"
SP350KBE,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('SP350KBE', 'MWAS')"
SP350NV1,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('SP350NV1', 'MWAS')"
SP350QU1,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('SP350QU1', 'MWAS')"
SP350QUP,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('SP350QUP', 'MWAS')"
SP350UK1,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('SP350UK1', 'MWAS')"
SP350UZ1,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('SP350UZ1', 'MWAS')"
SP725PD1,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('SP725PD1', 'MWAS')"
SP737KZ2,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('SP737KZ2', 'MWAS')"
SP737PZ2,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('SP737PZ2', 'MWAS')"
SP737STP,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('SP737STP', 'MWAS')"
SP737SZ1,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('SP737SZ1', 'MWAS')"
SP737SZ2,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('SP737SZ2', 'MWAS')"
SP777VAP,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('SP777VAP', 'MWAS')"
SP777VAV,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('SP777VAV', 'MWAS')"
SP787PM1,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('SP787PM1', 'MWAS')"
SPIRITOH,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('SPIRITOH', 'MWAS')"
SPKBE350,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('SPKBE350', 'MWAS')"
SPPFS350,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('SPPFS350', 'MWAS')"
SPPFSDFM,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('SPPFSDFM', 'MWAS')"
SPPFSSEZ,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('SPPFSSEZ', 'MWAS')"
SPPFSSTP,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('SPPFSSTP', 'MWAS')"
SPQUASTP,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('SPQUASTP', 'MWAS')"
SPSINFBI,SPS,"insert into dbo.Projects([Code], [CustomerCode]) values('SPSINFBI', 'SPS')"
SPSUSSZ1,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('SPSUSSZ1', 'MWAS')"
SPSUSSZ2,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('SPSUSSZ2', 'MWAS')"
SPWPSST1,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('SPWPSST1', 'MWAS')"
SPWPSSZ1,MWAS,"insert into dbo.Projects([Code], [CustomerCode]) values('SPWPSSZ1', 'MWAS')"
SRGMENZ1,SEARSROE,"insert into dbo.Projects([Code], [CustomerCode]) values('SRGMENZ1', 'SEARSROE')"
STPBHPBF,BHPP,"insert into dbo.Projects([Code], [CustomerCode]) values('STPBHPBF', 'BHPP')"
STPSOEMP,SUNTRUST,"insert into dbo.Projects([Code], [CustomerCode]) values('STPSOEMP', 'SUNTRUST')"
SWATLSDV,WAVEC,"insert into dbo.Projects([Code], [CustomerCode]) values('SWATLSDV', 'WAVEC')"
SWATSUPP,WAVEC,"insert into dbo.Projects([Code], [CustomerCode]) values('SWATSUPP', 'WAVEC')"
SWFOMNT,WAVEC,"insert into dbo.Projects([Code], [CustomerCode]) values('SWFOMNT', 'WAVEC')"
SWLXSDK,WAVEC,"insert into dbo.Projects([Code], [CustomerCode]) values('SWLXSDK', 'WAVEC')"
SWTOOLSZ,WAVEC,"insert into dbo.Projects([Code], [CustomerCode]) values('SWTOOLSZ', 'WAVEC')"
SXMHUINT,SIRRUSXM,"insert into dbo.Projects([Code], [CustomerCode]) values('SXMHUINT', 'SIRRUSXM')"
SYBPAEG1,SYNGENTA,"insert into dbo.Projects([Code], [CustomerCode]) values('SYBPAEG1', 'SYNGENTA')"
SYBPAENG,SYNGENTA,"insert into dbo.Projects([Code], [CustomerCode]) values('SYBPAENG', 'SYNGENTA')"
SYBPASTP,SYNGENTA,"insert into dbo.Projects([Code], [CustomerCode]) values('SYBPASTP', 'SYNGENTA')"
SYP2OBTS,SYNGENTA,"insert into dbo.Projects([Code], [CustomerCode]) values('SYP2OBTS', 'SYNGENTA')"
SYP4MES2,SYNGENTA,"insert into dbo.Projects([Code], [CustomerCode]) values('SYP4MES2', 'SYNGENTA')"
SYP4SPLN,SYNGENTA,"insert into dbo.Projects([Code], [CustomerCode]) values('SYP4SPLN', 'SYNGENTA')"
TEBUFPNZ,TELNAS,"insert into dbo.Projects([Code], [CustomerCode]) values('TEBUFPNZ', 'TELNAS')"
TEDEVACC,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEDEVACC', 'TELSTRA')"
TEFEBCMZ,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEFEBCMZ', 'TELSTRA')"
TEFEBEEZ,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEFEBEEZ', 'TELSTRA')"
TEFEBETZ,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEFEBETZ', 'TELSTRA')"
TEFEBFP2,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEFEBFP2', 'TELSTRA')"
TEFEBNES,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEFEBNES', 'TELSTRA')"
TEFEBS3Z,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEFEBS3Z', 'TELSTRA')"
TEFEBTAP,TELNTWK,"insert into dbo.Projects([Code], [CustomerCode]) values('TEFEBTAP', 'TELNTWK')"
TEFENBFT,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEFENBFT', 'TELSTRA')"
TEFENM5Z,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEFENM5Z', 'TELSTRA')"
TEFENPFP,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEFENPFP', 'TELSTRA')"
TEFENPFZ,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEFENPFZ', 'TELSTRA')"
TEFENS2Z,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEFENS2Z', 'TELSTRA')"
TEFENSNZ,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEFENSNZ', 'TELSTRA')"
TEFENWAP,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEFENWAP', 'TELSTRA')"
TEFENWCZ,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEFENWCZ', 'TELSTRA')"
TEFENWDP,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEFENWDP', 'TELSTRA')"
TEGFBMTM,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEGFBMTM', 'TELSTRA')"
TEHEBCDT,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEHEBCDT', 'TELSTRA')"
TEHEBMLS,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEHEBMLS', 'TELSTRA')"
TEHEBMSE,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEHEBMSE', 'TELSTRA')"
TEHEBPDI,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEHEBPDI', 'TELSTRA')"
TEIVEP23,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEIVEP23', 'TELSTRA')"
TEIVMIN1,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEIVMIN1', 'TELSTRA')"
TEIVSBI1,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEIVSBI1', 'TELSTRA')"
TEIVSEP3,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEIVSEP3', 'TELSTRA')"
TELGBACH,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TELGBACH', 'TELSTRA')"
TELGBAEN,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TELGBAEN', 'TELSTRA')"
TELGBAEZ,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TELGBAEZ', 'TELSTRA')"
TELGBIEN,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TELGBIEN', 'TELSTRA')"
TEMAAMEN,TEMA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEMAAMEN', 'TEMA')"
TEMEBCD3,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEMEBCD3', 'TELSTRA')"
TEMEBDV4,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEMEBDV4', 'TELSTRA')"
TEMEBDV5,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEMEBDV5', 'TELSTRA')"
TEMEBDVZ,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEMEBDVZ', 'TELSTRA')"
TEMENT01,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEMENT01', 'TELSTRA')"
TEMENT03,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEMENT03', 'TELSTRA')"
TEMENT04,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEMENT04', 'TELSTRA')"
TEMGBDV5,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEMGBDV5', 'TELSTRA')"
TENCIP6C,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TENCIP6C', 'TELSTRA')"
TENCLNVZ,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TENCLNVZ', 'TELSTRA')"
TENCLYNC,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TENCLYNC', 'TELSTRA')"
TEOANF2M,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEOANF2M', 'TELSTRA')"
TEOEAMA4,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEOEAMA4', 'TELSTRA')"
TEOEAMA5,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEOEAMA5', 'TELSTRA')"
TEOEBAAA,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEOEBAAA', 'TELSTRA')"
TEOEBAC2,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEOEBAC2', 'TELSTRA')"
TEOEBAC4,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEOEBAC4', 'TELSTRA')"
TEOEBIC2,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEOEBIC2', 'TELSTRA')"
TEOEBICZ,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEOEBICZ', 'TELSTRA')"
TEOEBMCS,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEOEBMCS', 'TELSTRA')"
TEOENF2M,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEOENF2M', 'TELSTRA')"
TEOGBMCS,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEOGBMCS', 'TELSTRA')"
TEQEBCLP,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEQEBCLP', 'TELSTRA')"
TEQEBCLZ,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEQEBCLZ', 'TELSTRA')"
TEQEBMSL,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEQEBMSL', 'TELSTRA')"
TEQEBPP2,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEQEBPP2', 'TELSTRA')"
TEQEBQCR,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEQEBQCR', 'TELSTRA')"
TEQEBSMZ,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEQEBSMZ', 'TELSTRA')"
TEQEBSZT,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEQEBSZT', 'TELSTRA')"
TEQENNET,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEQENNET', 'TELSTRA')"
TEQENNEZ,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEQENNEZ', 'TELSTRA')"
TEQENPOT,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEQENPOT', 'TELSTRA')"
TEQESPSA,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEQESPSA', 'TELSTRA')"
TEQESPST,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TEQESPST', 'TELSTRA')"
TESABT2E,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TESABT2E', 'TELSTRA')"
TESABTRE,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TESABTRE', 'TELSTRA')"
TESBRIQP,TMSUSA,"insert into dbo.Projects([Code], [CustomerCode]) values('TESBRIQP', 'TMSUSA')"
TESCHZBF,TESCO,"insert into dbo.Projects([Code], [CustomerCode]) values('TESCHZBF', 'TESCO')"
TESCLRCZ,TESCO,"insert into dbo.Projects([Code], [CustomerCode]) values('TESCLRCZ', 'TESCO')"
TESDOSCZ,TESCO,"insert into dbo.Projects([Code], [CustomerCode]) values('TESDOSCZ', 'TESCO')"
TESGENSZ,TMSUSA,"insert into dbo.Projects([Code], [CustomerCode]) values('TESGENSZ', 'TMSUSA')"
TESJMPCZ,TESCO,"insert into dbo.Projects([Code], [CustomerCode]) values('TESJMPCZ', 'TESCO')"
TESLOFHY,TESLAMOT,"insert into dbo.Projects([Code], [CustomerCode]) values('TESLOFHY', 'TESLAMOT')"
TESLOFPU,TESLAMOT,"insert into dbo.Projects([Code], [CustomerCode]) values('TESLOFPU', 'TESLAMOT')"
TESLWREN,TESLAMOT,"insert into dbo.Projects([Code], [CustomerCode]) values('TESLWREN', 'TESLAMOT')"
TESSQASZ,TMSUSA,"insert into dbo.Projects([Code], [CustomerCode]) values('TESSQASZ', 'TMSUSA')"
TESTBG01,TMSUSA,"insert into dbo.Projects([Code], [CustomerCode]) values('TESTBG01', 'TMSUSA')"
TESTBG02,TMSUSA,"insert into dbo.Projects([Code], [CustomerCode]) values('TESTBG02', 'TMSUSA')"
TETAPPL4,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TETAPPL4', 'TELSTRA')"
TETDEEVO,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TETDEEVO', 'TELSTRA')"
TETDMTM1,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TETDMTM1', 'TELSTRA')"
TETDSEP2,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TETDSEP2', 'TELSTRA')"
TETEBMSE,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TETEBMSE', 'TELSTRA')"
TETEBN34,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TETEBN34', 'TELSTRA')"
TETEBN36,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TETEBN36', 'TELSTRA')"
TETEBN37,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TETEBN37', 'TELSTRA')"
TETEBSC3,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TETEBSC3', 'TELSTRA')"
TETEI229,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TETEI229', 'TELSTRA')"
TETEI244,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TETEI244', 'TELSTRA')"
TETEI245,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TETEI245', 'TELSTRA')"
TETENM01,TELNTWK,"insert into dbo.Projects([Code], [CustomerCode]) values('TETENM01', 'TELNTWK')"
TETEOVMP,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TETEOVMP', 'TELSTRA')"
TETEPICS,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TETEPICS', 'TELSTRA')"
TETMWIFI,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TETMWIFI', 'TELSTRA')"
TETNBN10,TELNTWK,"insert into dbo.Projects([Code], [CustomerCode]) values('TETNBN10', 'TELNTWK')"
TETSIIAM,TELSTRA,"insert into dbo.Projects([Code], [CustomerCode]) values('TETSIIAM', 'TELSTRA')"
TEY2Q4TP,TELNTWK,"insert into dbo.Projects([Code], [CustomerCode]) values('TEY2Q4TP', 'TELNTWK')"
TFSAM4CH,TFS,"insert into dbo.Projects([Code], [CustomerCode]) values('TFSAM4CH', 'TFS')"
TFSCTMC1,TFS,"insert into dbo.Projects([Code], [CustomerCode]) values('TFSCTMC1', 'TFS')"
TFSEN4ST,TFS,"insert into dbo.Projects([Code], [CustomerCode]) values('TFSEN4ST', 'TFS')"
TFSMUPSZ,TFS,"insert into dbo.Projects([Code], [CustomerCode]) values('TFSMUPSZ', 'TFS')"
TGBUFTZ1,REACHAU,"insert into dbo.Projects([Code], [CustomerCode]) values('TGBUFTZ1', 'REACHAU')"
TGBUFTZ2,REACHAU,"insert into dbo.Projects([Code], [CustomerCode]) values('TGBUFTZ2', 'REACHAU')"
TGGUCTVM,REACHAU,"insert into dbo.Projects([Code], [CustomerCode]) values('TGGUCTVM', 'REACHAU')"
TGNOCENZ,REACHAU,"insert into dbo.Projects([Code], [CustomerCode]) values('TGNOCENZ', 'REACHAU')"
TGNOCESP,REACHAU,"insert into dbo.Projects([Code], [CustomerCode]) values('TGNOCESP', 'REACHAU')"
TGNOCSTP,REACHAU,"insert into dbo.Projects([Code], [CustomerCode]) values('TGNOCSTP', 'REACHAU')"
TGSVL2SP,REACHAU,"insert into dbo.Projects([Code], [CustomerCode]) values('TGSVL2SP', 'REACHAU')"
TGTFFCHD,TARGET,"insert into dbo.Projects([Code], [CustomerCode]) values('TGTFFCHD', 'TARGET')"
